ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;Display.RefreshRate;ExperimentVersion;Group;Name;RandomSeed;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;StudioVersion;SyncEprimeKinB1.ACC;SyncEprimeKinB1.CRESP;SyncEprimeKinB1.DurationError;SyncEprimeKinB1.OnsetDelay;SyncEprimeKinB1.OnsetTime;SyncEprimeKinB1.OnsetToOnsetTime;SyncEprimeKinB1.RESP;SyncEprimeKinB1.RT;SyncEprimeKinB1.RTTime;Block;BlockINT_0Fischi_1Suoni;BlockList;BlockList.Cycle;BlockList.Sample;ContatoreSuoni;NumSuono;Procedure[Block];Running[Block];Suonilist;SuonoFinSoglia;SyncEprimeKinFischi1.ACC;SyncEprimeKinFischi1.CRESP;SyncEprimeKinFischi1.DurationError;SyncEprimeKinFischi1.OnsetDelay;SyncEprimeKinFischi1.OnsetTime;SyncEprimeKinFischi1.OnsetToOnsetTime;SyncEprimeKinFischi1.RESP;SyncEprimeKinFischi1.RT;SyncEprimeKinFischi1.RTTime;Trial;ListBlockFischi;ListBlockFischi.Cycle;ListBlockFischi.Sample;Procedure[Trial];Running[Trial];SubTrial;AccSogg1;Avatar_Giu1_Su2;CatchTrial_CORR;ContatoreFinestraSoglia;CorrectResponse;File_Name;FinestraSoglia;IdcondEEG;Istruzione;KeySoggetto1;KeySoggetto2;ListFischi1;ListFischi1.Cycle;ListFischi1.Sample;NumeroSuono;OP_UG;Procedure[SubTrial];Resoconto.RT;RTChange;RTimage;RTNetto;RTSubj;RTTouch;Running[SubTrial];StartGo.ACC;StartGo.CRESP;StartGo.DurationError;StartGo.OnsetDelay;StartGo.OnsetTime;StartGo.OnsetToOnsetTime;StartGo.RESP;StartGo.RT;StartGo.RTTime;StartSoggetto1;StartSoggetto2;StopSoggetto1;StopSoggetto2;StopTrial.RT;tempo;TMSoggetto1;ValiditaTrial;Vincitore
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;1;1;2;0;0;5;Pr2_B;250;1;op;5;2;6;1;1;1;0;TrialProc;1530;738;Pr2_B;275;1547;1272;ListFischi1;0;;5;210;49360;24;15;1583;50943;431;1;1583;1;1166;489;1152;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;2;1;2;0;0;5;Pr2_B;250;1;op;5;2;11;1;2;1;0;TrialProc;1415;712;Pr2_B;37;1209;1246;ListFischi1;0;;1;201;56959;9;15;1232;58191;192;1;1232;1;889;566;1040;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;3;1;2;1;0;5;Prmod_B;225;1;op;5;2;16;1;3;1;0;TrialProc;1451;1319;Prmod_B;116;1769;1653;ListFischi1;0;;2;203;64509;16;15;1793;66302;390;1;1793;1;868;357;1403;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;4;1;2;0;0;3;Pr4_B;250;3;ug;3;2;24;1;4;3;1;TrialProc;1022;675;Pr4_B;227;1476;1248;ListFischi1;0;;2;201;71724;11;13;1506;73230;386;1;1506;1;499;565;1120;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;5;1;1;0;0;5;Po5_B;250;4;ug;5;2;52;1;5;4;1;TrialProc;1084;985;Po5_B;9;1469;1478;ListFischi1;0;;2;203;79185;14;15;1501;80686;381;1;1501;1;925;323;1120;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;6;1;1;0;0;5;Po2_B;225;4;ug;5;2;54;1;6;4;1;TrialProc;2219;1576;Po2_B;237;1565;1803;ListFischi1;0;;2;201;86525;5;15;1585;88110;273;1;1585;1;960;376;1312;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;7;0;1;0;0;3;Po3_B;;2;op;5;2;44;1;7;2;0;TrialProc;4892;1322;Po3_B;1;1586;1588;ListFischi1;0;;2;203;94242;18;15;1612;95854;444;1;1612;1;1195;246;1168;1;0
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;8;1;1;1;0;5;Pomod_B;225;4;ug;5;2;63;1;8;4;1;TrialProc;1645;1316;Pomod_B;58;1734;1675;ListFischi1;0;;2;203;103779;11;155;1866;105645;426;1;1754;1;776;515;1328;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;9;1;1;0;0;3;Po2_B;250;2;op;3;2;38;1;9;2;0;TrialProc;1621;1585;Po2_B;49;1763;1812;ListFischi1;0;;2;201;110720;14;13;1789;112509;399;1;1789;1;784;463;1390;1;1
TMS_Ibrahim;40;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312851</Frequency><Timestamp dt:dt=""r8"">18561345371</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-09-08T08:46:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-40-1;75028;100561;1;;1382130953;2010242;2010242;09/08/2022;08/09/2022 08:46;10:46:15;2010147;0;;-999999;46;41071;0;1;1441;42512;1;1;1;2;1;0;1;BlockProcFischi;BlockList;1;100;0;;-999999;32;43976;0;1;1708;45684;1;1;1;1;ProcFischi1;ListBlockFischi;10;1;1;0;0;3;Po4_B;225;2;op;3;2;45;1;10;2;0;TrialProc;1681;1343;Po4_B;198;1517;1716;ListFischi1;0;;2;203;117866;12;13;1539;119405;275;1;1539;1;1078;579;1264;1;1
