ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;Display.RefreshRate;ExperimentVersion;Group;Name;RandomSeed;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;StudioVersion;SyncEprimeKinB1.ACC;SyncEprimeKinB1.CRESP;SyncEprimeKinB1.DurationError;SyncEprimeKinB1.OnsetDelay;SyncEprimeKinB1.OnsetTime;SyncEprimeKinB1.OnsetToOnsetTime;SyncEprimeKinB1.RESP;SyncEprimeKinB1.RT;SyncEprimeKinB1.RTTime;Block;BlockINT_0Fischi_1Suoni;BlockList;BlockList.Cycle;BlockList.Sample;ContatoreSuoni;NumSuono;Procedure[Block];Running[Block];Suonilist;SuonoFinSoglia;SyncEprimeKinFischi1.ACC;SyncEprimeKinFischi1.CRESP;SyncEprimeKinFischi1.DurationError;SyncEprimeKinFischi1.OnsetDelay;SyncEprimeKinFischi1.OnsetTime;SyncEprimeKinFischi1.OnsetToOnsetTime;SyncEprimeKinFischi1.RESP;SyncEprimeKinFischi1.RT;SyncEprimeKinFischi1.RTTime;Trial;ListBlockFischi;ListBlockFischi.Cycle;ListBlockFischi.Sample;Procedure[Trial];Running[Trial];SubTrial;AccSogg1;Avatar_Giu1_Su2;CatchTrial_CORR;ContatoreFinestraSoglia;CorrectResponse;File_Name;FinestraSoglia;IdcondEEG;Istruzione;KeySoggetto1;KeySoggetto2;ListFischi1;ListFischi1.Cycle;ListFischi1.Sample;NumeroSuono;OP_UG;Procedure[SubTrial];Resoconto.RT;RTChange;RTimage;RTNetto;RTSubj;RTTouch;Running[SubTrial];StartGo.ACC;StartGo.CRESP;StartGo.DurationError;StartGo.OnsetDelay;StartGo.OnsetTime;StartGo.OnsetToOnsetTime;StartGo.RESP;StartGo.RT;StartGo.RTTime;StartSoggetto1;StartSoggetto2;StopSoggetto1;StopSoggetto2;StopTrial.RT;tempo;TMSoggetto1;ValiditaTrial;Vincitore
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;1;1;2;0;0;5;Pr5_B;250;1;op;5;2;9;1;1;1;0;TrialProc;1145;706;Pr5_B;196;1503;1307;ListFischi1;0;;6;210;66011;22;15;1529;67540;361;1;1529;1;489;448;1168;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;2;1;1;0;0;3;Po2_B;250;2;op;3;2;33;1;2;2;0;TrialProc;1129;1579;Po2_B;294;1511;1805;ListFischi1;0;;1;207;73074;9;13;1537;74611;241;1;1537;1;450;389;1296;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;3;1;2;0;0;5;Pr3_B;225;1;op;5;2;12;1;3;1;0;TrialProc;480;718;Pr3_B;149;1568;1717;ListFischi1;0;;1;203;80611;16;15;1600;82211;176;1;1600;1;537;409;1424;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;4;1;2;0;0;3;Pr8_B;250;3;ug;3;2;26;1;4;3;1;TrialProc;768;718;Pr8_B;3;1748;1745;ListFischi1;0;;3;201;88153;18;133;1866;90019;331;1;1770;1;159;585;1439;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;5;1;2;1;0;5;Prmod_B;200;1;op;5;2;15;1;5;1;0;TrialProc;650;1317;Prmod_B;123;1773;1650;ListFischi1;0;;3;201;95110;18;15;1805;96915;189;1;1805;1;512;418;1616;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;6;1;2;0;0;5;Pr3_B;175;1;op;5;2;7;1;6;1;0;TrialProc;689;712;Pr3_B;158;1554;1712;ListFischi1;0;;2;203;102862;10;15;1572;104434;276;1;1572;1;228;367;1296;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;7;1;2;0;0;5;Pr8_B;175;1;op;5;2;10;1;7;1;0;TrialProc;904;715;Pr8_B;14;1754;1741;ListFischi1;0;;3;201;110161;14;15;1777;111938;273;1;1777;1;448;307;1504;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;8;0;1;0;0;5;Po3_B;;4;ug;3;2;55;1;8;4;1;TrialProc;1197;1316;Po3_B;147;1436;1583;ListFischi1;0;;2;203;117438;15;13;1460;118898;276;1;1460;1;313;572;1184;1;0
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;9;1;2;0;0;5;Pr4_B;150;1;op;5;2;3;1;9;1;0;TrialProc;813;670;Pr4_B;196;1440;1244;ListFischi1;0;;3;201;124801;9;15;1473;126274;337;1;1473;1;624;438;1136;1;1
TMS_Ibrahim;42;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312880</Frequency><Timestamp dt:dt=""r8"">18711408497</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-10-21T12:54:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";TMS_Ibrahim-42-1;75029;100561;1;ve;1532181885;2010242;2010242;10/21/2022;21/10/2022 12:54;14:54:05;2010147;0;;-999999;46;60436;0;1;580;61016;1;1;1;2;1;1;1;BlockProcFischi;BlockList;1;125;0;;-999999;32;62783;0;1;1099;63882;1;1;1;1;ProcFischi1;ListBlockFischi;10;1;1;0;0;5;Po4_B;250;4;ug;5;2;61;1;10;4;1;TrialProc;633;1344;Po4_B;335;1383;1717;ListFischi1;0;;2;203;131711;16;15;1410;133121;274;1;1410;1;316;211;1136;1;1
